城市	区域名称	房源数	url
淮北	烈山	41	http://huaibei.ganji.com/fang1/lieshan/
淮北	濉溪	329	http://huaibei.ganji.com/fang1/suixi/
淮南	田家庵	7072	http://huainan.ganji.com/fang1/tianjiaan/
淮南	大通	55	http://huainan.ganji.com/fang1/datong/
淮南	谢家集	142	http://huainan.ganji.com/fang1/xiejiaji/
淮南	八公山	53	http://huainan.ganji.com/fang1/bagongshan/
淮南	潘集	71	http://huainan.ganji.com/fang1/panji/
淮南	凤台	190	http://huainan.ganji.com/fang1/fengtai/
滁州	琅琊	15038	http://chuzhou.ganji.com/fang1/langya/
滁州	南谯	6014	http://chuzhou.ganji.com/fang1/nanqiao/
滁州	天长	47	http://chuzhou.ganji.com/fang1/tianzhang/
滁州	明光	58	http://chuzhou.ganji.com/fang1/mingguang/
滁州	来安	29	http://chuzhou.ganji.com/fang1/laian/
滁州	全椒	88	http://chuzhou.ganji.com/fang1/quanjiao/
滁州	定远	51	http://chuzhou.ganji.com/fang1/dingyuan/
滁州	凤阳	120	http://chuzhou.ganji.com/fang1/fengyang/
芜湖	镜湖	4030	http://wuhu.ganji.com/fang1/jinghu/
芜湖	弋江	2158	http://wuhu.ganji.com/fang1/yijiang/
芜湖	鸠江	1824	http://wuhu.ganji.com/fang1/jiujiang/
芜湖	三山	86	http://wuhu.ganji.com/fang1/sanshan/
芜湖	芜湖县	173	http://wuhu.ganji.com/fang1/wuhuxian/
芜湖	繁昌	60	http://wuhu.ganji.com/fang1/fanchang/
芜湖	南陵	50	http://wuhu.ganji.com/fang1/nanling/
蚌埠	蚌山	8941	http://bengbu.ganji.com/fang1/bengshan/
蚌埠	龙子湖	4127	http://bengbu.ganji.com/fang1/longzihu/
蚌埠	禹会	4009	http://bengbu.ganji.com/fang1/yuhui/
蚌埠	淮上	355	http://bengbu.ganji.com/fang1/huaishang/
蚌埠	怀远	156	http://bengbu.ganji.com/fang1/huaiyuan/
蚌埠	五河	85	http://bengbu.ganji.com/fang1/wuhe/
蚌埠	固镇	38	http://bengbu.ganji.com/fang1/guzhen/
铜陵	铜官山	1835	http://tongling.ganji.com/fang1/tongguanshan/
铜陵	狮子山	225	http://tongling.ganji.com/fang1/shizishan/
铜陵	郊区	34	http://tongling.ganji.com/fang1/jiao/
铜陵	铜陵县	80	http://tongling.ganji.com/fang1/tonglingxian/
阜阳	颍州	3153	http://fuyang.ganji.com/fang1/yingzhou/
阜阳	颍东	416	http://fuyang.ganji.com/fang1/yingdong/
阜阳	颍泉	540	http://fuyang.ganji.com/fang1/yingquan/
阜阳	界首	40	http://fuyang.ganji.com/fang1/jieshou/
阜阳	临泉	33	http://fuyang.ganji.com/fang1/linquan/
阜阳	太和	69	http://fuyang.ganji.com/fang1/taihe/
阜阳	阜南	51	http://fuyang.ganji.com/fang1/funan/
阜阳	颍上	94	http://fuyang.ganji.com/fang1/yingshang/
马鞍山	雨山	10622	http://maanshan.ganji.com/fang1/yushan/
马鞍山	金家庄	88	http://maanshan.ganji.com/fang1/jinjiazhuang/
马鞍山	花山	16741	http://maanshan.ganji.com/fang1/huashan/
马鞍山	当涂	172	http://maanshan.ganji.com/fang1/dangtu/
黄山	屯溪	1288	http://huangshan.ganji.com/fang1/tunxi/
黄山	黄山区	374	http://huangshan.ganji.com/fang1/huangshan/
黄山	徽州	68	http://huangshan.ganji.com/fang1/huizhou/
黄山	歙县	101	http://huangshan.ganji.com/fang1/xixian/
黄山	休宁	21	http://huangshan.ganji.com/fang1/xiuning/
黄山	黟县	12	http://huangshan.ganji.com/fang1/yixian/
东营	东营区	7401	http://dongying.ganji.com/fang1/dongying/
东营	河口	238	http://dongying.ganji.com/fang1/hekou/
东营	垦利	298	http://dongying.ganji.com/fang1/kenli/
东营	利津	82	http://dongying.ganji.com/fang1/lijin/
东营	广饶	386	http://dongying.ganji.com/fang1/guangrao/
临沂	兰山	34113	http://linyi.ganji.com/fang1/lanshan/
临沂	罗庄	5036	http://linyi.ganji.com/fang1/luozhuang/
临沂	河东	1812	http://linyi.ganji.com/fang1/hedong/
临沂	沂南	208	http://linyi.ganji.com/fang1/yinan/
临沂	郯城	949	http://linyi.ganji.com/fang1/tancheng/
临沂	沂水	195	http://linyi.ganji.com/fang1/yishui/
临沂	苍山	238	http://linyi.ganji.com/fang1/cangshan/
临沂	费县	133	http://linyi.ganji.com/fang1/feixian/
临沂	平邑	124	http://linyi.ganji.com/fang1/pingyi/
临沂	莒南	679	http://linyi.ganji.com/fang1/junan/
临沂	蒙阴	31	http://linyi.ganji.com/fang1/mengyin/
临沂	临沭	228	http://linyi.ganji.com/fang1/linshu/
威海	环翠	5632	http://wei.ganji.com/fang1/huancui/
威海	荣成	315	http://wei.ganji.com/fang1/rongcheng/
威海	文登	799	http://wei.ganji.com/fang1/wendeng/
威海	乳山	168	http://wei.ganji.com/fang1/rushan/
德州	德城	14418	http://dezhou.ganji.com/fang1/decheng/
德州	乐陵	135	http://dezhou.ganji.com/fang1/leling/
德州	禹城	148	http://dezhou.ganji.com/fang1/yucheng/
德州	陵县	139	http://dezhou.ganji.com/fang1/lingxian/
德州	宁津	162	http://dezhou.ganji.com/fang1/ningjin/
德州	庆云	87	http://dezhou.ganji.com/fang1/qingyun/
德州	临邑	81	http://dezhou.ganji.com/fang1/linyi/
德州	齐河	165	http://dezhou.ganji.com/fang1/qihe/
德州	平原	50	http://dezhou.ganji.com/fang1/pingyuan/
德州	夏津	50	http://dezhou.ganji.com/fang1/xiajin/
德州	武城	48	http://dezhou.ganji.com/fang1/wucheng/
日照	东港	20906	http://rizhao.ganji.com/fang1/donggang/
日照	岚山	242	http://rizhao.ganji.com/fang1/lanshan/
日照	五莲	134	http://rizhao.ganji.com/fang1/wulian/
日照	莒县	454	http://rizhao.ganji.com/fang1/juxian/
枣庄	市中	6854	http://zaozhuang.ganji.com/fang1/shizhong/
枣庄	薛城	4299	http://zaozhuang.ganji.com/fang1/xuecheng/
枣庄	峄城	260	http://zaozhuang.ganji.com/fang1/yicheng/
枣庄	台儿庄	556	http://zaozhuang.ganji.com/fang1/taierzhuang/
枣庄	山亭	87	http://zaozhuang.ganji.com/fang1/shanting/
枣庄	滕州	1914	http://zaozhuang.ganji.com/fang1/tengzhou/
泰安	泰山	10514	http://taian.ganji.com/fang1/taishan/
泰安	岱岳	586	http://taian.ganji.com/fang1/daiyue/
泰安	新泰	883	http://taian.ganji.com/fang1/xintai/
泰安	肥城	8532	http://taian.ganji.com/fang1/feicheng/
泰安	宁阳	810	http://taian.ganji.com/fang1/ningyang/
泰安	东平	92	http://taian.ganji.com/fang1/dongping/
济南	市中	26359	http://jn.ganji.com/fang1/shizhong/
济南	历下	42243	http://jn.ganji.com/fang1/lixia/
济南	天桥	30904	http://jn.ganji.com/fang1/tianqiao/
济南	槐荫	15384	http://jn.ganji.com/fang1/huaiyin/
济南	历城	33680	http://jn.ganji.com/fang1/licheng/
济南	长清	4711	http://jn.ganji.com/fang1/changqing/
济南	其他	118	http://jn.ganji.com/fang1/qita/
济宁	市中	22129	http://jining.ganji.com/fang1/shizhong/
济宁	任城	1647	http://jining.ganji.com/fang1/rencheng/
济宁	曲阜	3314	http://jining.ganji.com/fang1/qufu/
济宁	兖州	1160	http://jining.ganji.com/fang1/yanzhou/
济宁	邹城	2696	http://jining.ganji.com/fang1/zoucheng/
济宁	微山	108	http://jining.ganji.com/fang1/weishan/
济宁	鱼台	46	http://jining.ganji.com/fang1/yutai/
济宁	金乡	112	http://jining.ganji.com/fang1/jinxiang/
济宁	嘉祥	317	http://jining.ganji.com/fang1/jiaxiang/
济宁	汶上	178	http://jining.ganji.com/fang1/wenshang/
济宁	泗水	101	http://jining.ganji.com/fang1/sishui/
济宁	梁山	116	http://jining.ganji.com/fang1/liangshan/
淄博	张店	19737	http://zibo.ganji.com/fang1/zhangdian/
淄博	淄川	1883	http://zibo.ganji.com/fang1/zichuan/
淄博	博山	286	http://zibo.ganji.com/fang1/boshan/
淄博	临淄	1420	http://zibo.ganji.com/fang1/linzi/
淄博	周村	1587	http://zibo.ganji.com/fang1/zhoucun/
淄博	桓台	544	http://zibo.ganji.com/fang1/huantai/
淄博	高青	141	http://zibo.ganji.com/fang1/gaoqing/
淄博	沂源	50	http://zibo.ganji.com/fang1/yiyuan/
滨州	滨城	5105	http://binzhou.ganji.com/fang1/bincheng/
滨州	惠民	200	http://binzhou.ganji.com/fang1/huimin/
滨州	阳信	119	http://binzhou.ganji.com/fang1/yangxin/
滨州	无棣	198	http://binzhou.ganji.com/fang1/wuli/
滨州	沾化	118	http://binzhou.ganji.com/fang1/zhanhua/
滨州	博兴	172	http://binzhou.ganji.com/fang1/boxing/
滨州	邹平	699	http://binzhou.ganji.com/fang1/zouping/
潍坊	潍城	19299	http://weifang.ganji.com/fang1/weicheng/
潍坊	寒亭	1484	http://weifang.ganji.com/fang1/hanting/
潍坊	坊子	778	http://weifang.ganji.com/fang1/fangzi/
潍坊	奎文	23869	http://weifang.ganji.com/fang1/kuiwen/
潍坊	青州	609	http://weifang.ganji.com/fang1/qingzhou/
潍坊	诸城	882	http://weifang.ganji.com/fang1/zhucheng/
潍坊	寿光	1459	http://weifang.ganji.com/fang1/shouguang/
潍坊	安丘	582	http://weifang.ganji.com/fang1/anqiu/
潍坊	高密	651	http://weifang.ganji.com/fang1/gaomi/
潍坊	昌邑	976	http://weifang.ganji.com/fang1/changyi/
潍坊	临朐	372	http://weifang.ganji.com/fang1/linqu/
潍坊	昌乐	480	http://weifang.ganji.com/fang1/changle/
烟台	芝罘	18691	http://yantai.ganji.com/fang1/zhifu/
烟台	福山	4540	http://yantai.ganji.com/fang1/fushan/
烟台	牟平	571	http://yantai.ganji.com/fang1/mouping/
烟台	莱山	18582	http://yantai.ganji.com/fang1/laishan/
烟台	龙口	548	http://yantai.ganji.com/fang1/longkou/
烟台	莱阳	821	http://yantai.ganji.com/fang1/laiyang/
烟台	莱州	576	http://yantai.ganji.com/fang1/laizhou/
烟台	蓬莱	136	http://yantai.ganji.com/fang1/penglai/
烟台	招远	229	http://yantai.ganji.com/fang1/zhaoyuan/
烟台	栖霞	132	http://yantai.ganji.com/fang1/qixia/
烟台	海阳	538	http://yantai.ganji.com/fang1/haiyang/
聊城	东昌府	12836	http://liaocheng.ganji.com/fang1/dongchangfu/
聊城	临清	165	http://liaocheng.ganji.com/fang1/linqing/
聊城	阳谷	212	http://liaocheng.ganji.com/fang1/yanggu/
聊城	莘县	221	http://liaocheng.ganji.com/fang1/shenxian/
聊城	茌平	231	http://liaocheng.ganji.com/fang1/chiping/
聊城	东阿	131	http://liaocheng.ganji.com/fang1/donga/
聊城	冠县	196	http://liaocheng.ganji.com/fang1/guanxian/
聊城	高唐	61	http://liaocheng.ganji.com/fang1/gaotang/
莱芜	莱城	1193	http://laiwu.ganji.com/fang1/laicheng/
莱芜	钢城	72	http://laiwu.ganji.com/fang1/gangcheng/
菏泽	牡丹	10148	http://heze.ganji.com/fang1/mudan/
菏泽	曹县	270	http://heze.ganji.com/fang1/caoxian/
菏泽	单县	247	http://heze.ganji.com/fang1/danxian/
菏泽	成武	109	http://heze.ganji.com/fang1/chengwu/
菏泽	巨野	239	http://heze.ganji.com/fang1/juye/
菏泽	郓城	238	http://heze.ganji.com/fang1/yuncheng/
菏泽	鄄城	68	http://heze.ganji.com/fang1/juancheng/
菏泽	定陶	124	http://heze.ganji.com/fang1/dingtao/
菏泽	东明	74	http://heze.ganji.com/fang1/dongming/
青岛	市南	26816	http://qd.ganji.com/fang1/shinan/
青岛	市北	32464	http://qd.ganji.com/fang1/shibei/
青岛	城阳	18976	http://qd.ganji.com/fang1/chengyang/
青岛	四方	9662	http://qd.ganji.com/fang1/sifang/
青岛	李沧	26017	http://qd.ganji.com/fang1/licang/
青岛	黄岛	11434	http://qd.ganji.com/fang1/huangdao/
青岛	崂山	16390	http://qd.ganji.com/fang1/laoshan/
青岛	胶南	1476	http://qd.ganji.com/fang1/jiaonan/
青岛	胶州	6849	http://qd.ganji.com/fang1/jiaozhou/
青岛	平度	3116	http://qd.ganji.com/fang1/pingdu/
青岛	莱西	204	http://qd.ganji.com/fang1/laixi/
青岛	即墨	3585	http://qd.ganji.com/fang1/jimo/
临汾	尧都	3344	http://linfen.ganji.com/fang1/yaodou/
临汾	曲沃	20	http://linfen.ganji.com/fang1/quwo/
临汾	襄汾	16	http://linfen.ganji.com/fang1/xiangfen/
临汾	洪洞	41	http://linfen.ganji.com/fang1/hongdong/
临汾	侯马	94	http://linfen.ganji.com/fang1/houma/
临汾	霍州	22	http://linfen.ganji.com/fang1/huozhou/
吕梁	离石	306	http://lvliang.ganji.com/fang1/lishi/
吕梁	文水	19	http://lvliang.ganji.com/fang1/wenshui/
吕梁	交城	15	http://lvliang.ganji.com/fang1/jiaocheng/
吕梁	柳林	17	http://lvliang.ganji.com/fang1/liulin/
吕梁	孝义	118	http://lvliang.ganji.com/fang1/xiaoyi/
吕梁	汾阳	20	http://lvliang.ganji.com/fang1/fenyang/
大同	城区	5833	http://datong.ganji.com/fang1/chengqu/
大同	矿区	808	http://datong.ganji.com/fang1/kuangqu/
大同	南郊	83	http://datong.ganji.com/fang1/nanjiao/
大同	新荣	10	http://datong.ganji.com/fang1/xinrong/
大同	浑源	18	http://datong.ganji.com/fang1/hunyuan/
太原	杏花岭	15861	http://ty.ganji.com/fang1/xinghualing/
太原	小店	27108	http://ty.ganji.com/fang1/xiaodian/
太原	迎泽	11109	http://ty.ganji.com/fang1/yingze/
太原	尖草坪	1244	http://ty.ganji.com/fang1/jiancaoping/
太原	万柏林	5768	http://ty.ganji.com/fang1/wanbailin/
太原	晋源	601	http://ty.ganji.com/fang1/jinyuan/
太原	古交	48	http://ty.ganji.com/fang1/gujiao/
太原	清徐	31	http://ty.ganji.com/fang1/qingxu/
太原	阳曲	20	http://ty.ganji.com/fang1/yangqu/
忻州	忻府	2733	http://xinzhou.ganji.com/fang1/xinfu/
忻州	定襄	10	http://xinzhou.ganji.com/fang1/dingxiang/
忻州	五台	12	http://xinzhou.ganji.com/fang1/wutai/
忻州	原平	66	http://xinzhou.ganji.com/fang1/yuanping/
晋中	榆次	4782	http://jinzhong.ganji.com/fang1/yuci/
晋中	昔阳	45	http://jinzhong.ganji.com/fang1/xiyang/
晋中	寿阳	20	http://jinzhong.ganji.com/fang1/shouyang/
晋中	太谷	50	http://jinzhong.ganji.com/fang1/taigu/
晋中	祁县	13	http://jinzhong.ganji.com/fang1/qixian/
晋中	平遥	31	http://jinzhong.ganji.com/fang1/pingyao/
晋中	灵石	27	http://jinzhong.ganji.com/fang1/lingshi/
晋中	介休	151	http://jinzhong.ganji.com/fang1/jiexiu/
晋城	城区	7836	http://jincheng.ganji.com/fang1/chengqu/
晋城	沁水	11	http://jincheng.ganji.com/fang1/qinshui/
晋城	阳城	32	http://jincheng.ganji.com/fang1/yangcheng/
晋城	泽州	22	http://jincheng.ganji.com/fang1/zezhou/
晋城	高平	19	http://jincheng.ganji.com/fang1/gaoping/
朔州	朔城	1269	http://shuozhou.ganji.com/fang1/shuocheng/
朔州	平鲁	23	http://shuozhou.ganji.com/fang1/pinglu/
朔州	山阴	13	http://shuozhou.ganji.com/fang1/shanyin/
朔州	怀仁	50	http://shuozhou.ganji.com/fang1/huairen/
运城	盐湖	1528	http://yuncheng.ganji.com/fang1/yanhu/
运城	临猗	13	http://yuncheng.ganji.com/fang1/linyi/
运城	闻喜	14	http://yuncheng.ganji.com/fang1/wenxi/
运城	芮城	10	http://yuncheng.ganji.com/fang1/ruicheng/
运城	永济	42	http://yuncheng.ganji.com/fang1/yongji/
运城	河津	37	http://yuncheng.ganji.com/fang1/hejin/
长治	城区	8377	http://changzhi.ganji.com/fang1/chengqu/
长治	郊区	85	http://changzhi.ganji.com/fang1/jiaoqu/
长治	长治县	25	http://changzhi.ganji.com/fang1/zhangzhixian/
长治	襄垣	23	http://changzhi.ganji.com/fang1/xiangyuan/
长治	屯留	12	http://changzhi.ganji.com/fang1/tunliu/
长治	壶关	10	http://changzhi.ganji.com/fang1/huguan/
长治	长子	30	http://changzhi.ganji.com/fang1/changzi/
长治	潞城	15	http://changzhi.ganji.com/fang1/lucheng/
阳泉	城区	4474	http://yangquan.ganji.com/fang1/chengqu/
阳泉	矿区	1202	http://yangquan.ganji.com/fang1/kuangqu/
阳泉	郊区	58	http://yangquan.ganji.com/fang1/jiaoqu/
阳泉	平定	327	http://yangquan.ganji.com/fang1/pingding/
阳泉	盂县	19	http://yangquan.ganji.com/fang1/yuxian/
东莞	莞城	11603	http://dg.ganji.com/fang1/guancheng/
东莞	东城	17358	http://dg.ganji.com/fang1/dongcheng/
东莞	南城	14216	http://dg.ganji.com/fang1/nancheng/
东莞	万江	2311	http://dg.ganji.com/fang1/wanjiang/
东莞	虎门	4340	http://dg.ganji.com/fang1/humen/
东莞	厚街	3808	http://dg.ganji.com/fang1/houjie/
东莞	樟木头	2066	http://dg.ganji.com/fang1/zhangmutou/
东莞	常平	3071	http://dg.ganji.com/fang1/changping/
东莞	长安	5262	http://dg.ganji.com/fang1/changan/
东莞	石碣	219	http://dg.ganji.com/fang1/shijie/
东莞	石龙	1527	http://dg.ganji.com/fang1/shilong/
东莞	凤岗	2001	http://dg.ganji.com/fang1/fenggang/
东莞	黄江	3545	http://dg.ganji.com/fang1/huangjiang/
东莞	塘厦	2609	http://dg.ganji.com/fang1/tangsha/
东莞	清溪	1126	http://dg.ganji.com/fang1/qingxi/
东莞	茶山	212	http://dg.ganji.com/fang1/chashan/
东莞	石排	91	http://dg.ganji.com/fang1/shipai/
东莞	企石	48	http://dg.ganji.com/fang1/qishi/
东莞	桥头	1114	http://dg.ganji.com/fang1/qiaotou/
东莞	大朗	3043	http://dg.ganji.com/fang1/dalang/
东莞	寮步	3464	http://dg.ganji.com/fang1/liaobu/
东莞	东坑	192	http://dg.ganji.com/fang1/dongkeng/
东莞	横沥	835	http://dg.ganji.com/fang1/hengli/
东莞	大岭山	2073	http://dg.ganji.com/fang1/dalingshan/
东莞	沙田	1370	http://dg.ganji.com/fang1/shatian/
东莞	道滘	1726	http://dg.ganji.com/fang1/daorong/
东莞	高埗	59	http://dg.ganji.com/fang1/gaobu/
东莞	中堂	491	http://dg.ganji.com/fang1/zhongtang/
东莞	麻涌	277	http://dg.ganji.com/fang1/mayong/
东莞	洪梅	44	http://dg.ganji.com/fang1/hongmei/
中山	石岐	14984	http://zhongshan.ganji.com/fang1/shiqi/
中山	西区	13268	http://zhongshan.ganji.com/fang1/xiqu/
中山	东区	15578	http://zhongshan.ganji.com/fang1/dongqu/
中山	南区	801	http://zhongshan.ganji.com/fang1/nanqu/
中山	火炬	7080	http://zhongshan.ganji.com/fang1/huoju/
中山	黄圃	64	http://zhongshan.ganji.com/fang1/huangpu/
中山	阜沙	69	http://zhongshan.ganji.com/fang1/fusha/
中山	三角	52	http://zhongshan.ganji.com/fang1/sanjiao/
中山	南朗	507	http://zhongshan.ganji.com/fang1/nanlang/
中山	五桂山	89	http://zhongshan.ganji.com/fang1/wuguishan/
中山	板芙	42	http://zhongshan.ganji.com/fang1/banfu/
中山	坦洲	2044	http://zhongshan.ganji.com/fang1/tanzhou/
中山	古镇	956	http://zhongshan.ganji.com/fang1/guzhen/
中山	小榄	985	http://zhongshan.ganji.com/fang1/xiaolan/
中山	东升	3186	http://zhongshan.ganji.com/fang1/dongsheng/
中山	东凤	473	http://zhongshan.ganji.com/fang1/dongfeng/
中山	南头	114	http://zhongshan.ganji.com/fang1/nantou/
中山	横栏	644	http://zhongshan.ganji.com/fang1/henglan/
中山	大涌	37	http://zhongshan.ganji.com/fang1/dayong/
中山	沙溪	10646	http://zhongshan.ganji.com/fang1/shaxi/
中山	三乡	948	http://zhongshan.ganji.com/fang1/sanxiang/
中山	港口	1257	http://zhongshan.ganji.com/fang1/gangkou/
云浮	云城	2299	http://yunfu.ganji.com/fang1/yuncheng/
云浮	罗定	33	http://yunfu.ganji.com/fang1/luoding/
云浮	新兴	19	http://yunfu.ganji.com/fang1/xinxing/
佛山	禅城	14023	http://foshan.ganji.com/fang1/chancheng/
佛山	南海	4077	http://foshan.ganji.com/fang1/nanhai/
佛山	顺德	17065	http://foshan.ganji.com/fang1/shunde/
佛山	三水	516	http://foshan.ganji.com/fang1/sanshui/
佛山	高明	748	http://foshan.ganji.com/fang1/gaoming/
广州	越秀	39672	http://gz.ganji.com/fang1/yuexiu/
广州	荔湾	18278	http://gz.ganji.com/fang1/liwan/
广州	海珠	76330	http://gz.ganji.com/fang1/haizhu/
广州	天河	96853	http://gz.ganji.com/fang1/tianhe/
广州	白云	51924	http://gz.ganji.com/fang1/baiyun/
广州	黄埔	6631	http://gz.ganji.com/fang1/huangpu/
广州	番禺	95164	http://gz.ganji.com/fang1/fanyu/
广州	花都	8872	http://gz.ganji.com/fang1/huadou/
广州	南沙	2808	http://gz.ganji.com/fang1/nansha/
广州	萝岗	3686	http://gz.ganji.com/fang1/luogang/
广州	增城	9201	http://gz.ganji.com/fang1/zengcheng/
广州	从化	1023	http://gz.ganji.com/fang1/conghua/
广州	经济开发区	131	http://gz.ganji.com/fang1/jingjikaifa/
惠州	惠城	22552	http://huizhou.ganji.com/fang1/huicheng/
惠州	惠阳	3992	http://huizhou.ganji.com/fang1/huiyang/
惠州	博罗	2766	http://huizhou.ganji.com/fang1/boluo/
惠州	惠东	292	http://huizhou.ganji.com/fang1/huidong/
惠州	龙门	30	http://huizhou.ganji.com/fang1/longmen/
揭阳	榕城	1296	http://jieyang.ganji.com/fang1/rongcheng/
揭阳	普宁	1220	http://jieyang.ganji.com/fang1/puning/
揭阳	揭东	44	http://jieyang.ganji.com/fang1/jiedong/
揭阳	惠来	13	http://jieyang.ganji.com/fang1/huilai/
梅州	梅江	1266	http://meizhou.ganji.com/fang1/meijiang/
梅州	兴宁	32	http://meizhou.ganji.com/fang1/xingning/
梅州	梅县	218	http://meizhou.ganji.com/fang1/meixian/
梅州	丰顺	48	http://meizhou.ganji.com/fang1/fengshun/
梅州	蕉岭	90	http://meizhou.ganji.com/fang1/jiaoling/
汕头	金平	7995	http://shantou.ganji.com/fang1/jinping/
汕头	龙湖	13205	http://shantou.ganji.com/fang1/longhu/
汕头	潮阳	875	http://shantou.ganji.com/fang1/chaoyang/
汕头	潮南	241	http://shantou.ganji.com/fang1/chaonan/
汕头	澄海	4591	http://shantou.ganji.com/fang1/chenghai/
汕尾	城区	349	http://shanwei.ganji.com/fang1/chengqu/
汕尾	陆丰	105	http://shanwei.ganji.com/fang1/lufeng/
汕尾	海丰	77	http://shanwei.ganji.com/fang1/haifeng/
江门	江海	3946	http://jiangmen.ganji.com/fang1/jianghai/
江门	蓬江	20265	http://jiangmen.ganji.com/fang1/pengjiang/
江门	新会	11563	http://jiangmen.ganji.com/fang1/xinhui/
江门	台山	365	http://jiangmen.ganji.com/fang1/taishan/
江门	开平	174	http://jiangmen.ganji.com/fang1/kaiping/
江门	鹤山	453	http://jiangmen.ganji.com/fang1/heshan/
江门	恩平	112	http://jiangmen.ganji.com/fang1/enping/
河源	源城	20400	http://heyuan.ganji.com/fang1/yuancheng/
河源	紫金	12	http://heyuan.ganji.com/fang1/zijin/
河源	龙川	11	http://heyuan.ganji.com/fang1/longchuan/
河源	东源	43	http://heyuan.ganji.com/fang1/dongyuan/
深圳	福田	50813	http://sz.ganji.com/fang1/futian/
深圳	罗湖	19799	http://sz.ganji.com/fang1/luohu/
深圳	南山	33005	http://sz.ganji.com/fang1/nanshan/
深圳	宝安	66989	http://sz.ganji.com/fang1/baoan/
深圳	龙岗	43596	http://sz.ganji.com/fang1/longgang/
深圳	盐田	3703	http://sz.ganji.com/fang1/yantian/
清远	清城	66299	http://qingyuan.ganji.com/fang1/qingcheng/
清远	英德	56	http://qingyuan.ganji.com/fang1/yingde/
清远	连州	18	http://qingyuan.ganji.com/fang1/lianzhou/
清远	佛冈	50	http://qingyuan.ganji.com/fang1/fogang/
清远	阳山	13	http://qingyuan.ganji.com/fang1/yangshan/
清远	清新	8180	http://qingyuan.ganji.com/fang1/qingxin/
湛江	赤坎	8877	http://zhanjiang.ganji.com/fang1/chikan/
湛江	霞山	6497	http://zhanjiang.ganji.com/fang1/xiashan/
湛江	坡头	27	http://zhanjiang.ganji.com/fang1/potou/
湛江	麻章	33	http://zhanjiang.ganji.com/fang1/mazhang/
湛江	廉江	356	http://zhanjiang.ganji.com/fang1/lianjiang/
湛江	雷州	20	http://zhanjiang.ganji.com/fang1/leizhou/
湛江	吴川	22	http://zhanjiang.ganji.com/fang1/wuchuan/
湛江	遂溪	27	http://zhanjiang.ganji.com/fang1/suixi/
潮州	湘桥	18815	http://chaozhou.ganji.com/fang1/xiangqiao/
潮州	潮安	39	http://chaozhou.ganji.com/fang1/chaoan/
潮州	饶平	18	http://chaozhou.ganji.com/fang1/raoping/
珠海	香洲	56655	http://zhuhai.ganji.com/fang1/xiangzhou/
珠海	斗门	4535	http://zhuhai.ganji.com/fang1/doumen/
珠海	金湾	762	http://zhuhai.ganji.com/fang1/jinwan/
肇庆	端州	7869	http://zhaoqing.ganji.com/fang1/duanzhou/
肇庆	鼎湖	50	http://zhaoqing.ganji.com/fang1/dinghu/
肇庆	高要	51	http://zhaoqing.ganji.com/fang1/gaoyao/
肇庆	四会	178	http://zhaoqing.ganji.com/fang1/sihui/
肇庆	怀集	47	http://zhaoqing.ganji.com/fang1/huaiji/
茂名	茂南	5925	http://maoming.ganji.com/fang1/maonan/
茂名	茂港	50	http://maoming.ganji.com/fang1/maogang/
茂名	高州	335	http://maoming.ganji.com/fang1/gaozhou/
茂名	化州	39	http://maoming.ganji.com/fang1/huazhou/
茂名	信宜	12	http://maoming.ganji.com/fang1/xinyi/
茂名	电白	118	http://maoming.ganji.com/fang1/dianbai/
阳江	江城	16396	http://yangjiang.ganji.com/fang1/jiangcheng/
阳江	阳春	184	http://yangjiang.ganji.com/fang1/yangchun/
阳江	阳西	51	http://yangjiang.ganji.com/fang1/yangxi/
阳江	阳东	352	http://yangjiang.ganji.com/fang1/yangdong/
韶关	浈江	1441	http://shaoguan.ganji.com/fang1/zhenjiang/
韶关	武江	2752	http://shaoguan.ganji.com/fang1/wujiang/
韶关	曲江	36	http://shaoguan.ganji.com/fang1/qujiang/
韶关	乐昌	46	http://shaoguan.ganji.com/fang1/lechang/
韶关	南雄	11	http://shaoguan.ganji.com/fang1/nanxiong/
韶关	仁化	11	http://shaoguan.ganji.com/fang1/renhua/
北海	海城	26720	http://beihai.ganji.com/fang1/haicheng/
北海	银海	7588	http://beihai.ganji.com/fang1/yinhai/
北海	铁山港	11	http://beihai.ganji.com/fang1/tieshangang/
北海	合浦	50	http://beihai.ganji.com/fang1/hepu/
南宁	青秀	51609	http://nn.ganji.com/fang1/qingxiu/
南宁	兴宁	5869	http://nn.ganji.com/fang1/xingning/
南宁	西乡塘	17082	http://nn.ganji.com/fang1/xixiangtang/
南宁	良庆	1064	http://nn.ganji.com/fang1/liangqing/
南宁	江南	5748	http://nn.ganji.com/fang1/jiangnan/
南宁	邕宁	29	http://nn.ganji.com/fang1/yongning/
南宁	其他	26	http://nn.ganji.com/fang1/qita/
崇左	江州	52	http://chongzuo.ganji.com/fang1/jiangzhou/
崇左	凭祥	19	http://chongzuo.ganji.com/fang1/pingxiang/
崇左	扶绥	12	http://chongzuo.ganji.com/fang1/fusui/
来宾	兴宾	243	http://laibin.ganji.com/fang1/xingbin/
来宾	合山	12	http://laibin.ganji.com/fang1/heshan/
柳州	城中	11478	http://liuzhou.ganji.com/fang1/chengzhong/
柳州	鱼峰	5972	http://liuzhou.ganji.com/fang1/yufeng/
柳州	柳南	2330	http://liuzhou.ganji.com/fang1/liunan/
