short_name	domain	short_name	url
铜山	xuzhou	徐州	tongshan
鼓楼	xuzhou	徐州	gulou
天宁	changzhou	常州	tianning
戚墅堰	changzhou	常州	qishuyan
新北	changzhou	常州	xinbei
武进	changzhou	常州	wujin
溧阳	changzhou	常州	liyang
金坛	changzhou	常州	jintan
钟楼	changzhou	常州	zhonglou
启东	nantong	南通	qidong
如东	nantong	南通	rudong
如皋	nantong	南通	rugao
崇川	nantong	南通	chongchuan
开发区	nantong	南通	kaifaqu
海安	nantong	南通	haian
海门	nantong	南通	haimen
港闸	nantong	南通	gangzha
通州	nantong	南通	tongzhou
东海	lianyungang	连云港	donghai
新浦	lianyungang	连云港	xinpu
海州	lianyungang	连云港	haizhou
灌云	lianyungang	连云港	guanyun
灌南	lianyungang	连云港	guannan
赣榆	lianyungang	连云港	ganyu
连云	lianyungang	连云港	lianyun
楚州	huaian	淮安	chuzhou
洪泽	huaian	淮安	hongze
涟水	huaian	淮安	lianshui
淮阴	huaian	淮安	huaiyin
清河	huaian	淮安	qinghe
清浦	huaian	淮安	qingpu
盱眙	huaian	淮安	xuyi
金湖	huaian	淮安	jinhu
东台	yancheng	盐城	dongtai
亭湖	yancheng	盐城	tinghu
响水	yancheng	盐城	xiangshui
大丰	yancheng	盐城	dafeng
射阳	yancheng	盐城	sheyang
建湖	yancheng	盐城	jianhu
滨海	yancheng	盐城	binhai
盐都	yancheng	盐城	yandou
阜宁	yancheng	盐城	funing
仪征	yangzhou	扬州	yizheng
宝应	yangzhou	扬州	baoying
广陵	yangzhou	扬州	guangling
开发区	yangzhou	扬州	hanjiangqu
江都	yangzhou	扬州	jiangdou
维扬	yangzhou	扬州	weiyang
邗江	yangzhou	扬州	hanjiang
高邮	yangzhou	扬州	gaoyou
仓山	fz	福州	cangshan
其他	fz	福州	qita
台江	fz	福州	taijiang
平潭	fz	福州	pingtan
晋安	fz	福州	jinan
永泰	fz	福州	yongtai
福清	fz	福州	fuqing
罗源	fz	福州	luoyuan
连江	fz	福州	lianjiang
长乐	fz	福州	changle
闽侯	fz	福州	minhou
闽清	fz	福州	minqing
马尾	fz	福州	mawei
鼓楼	fz	福州	gulou
同安	xm	厦门	tongan
思明	xm	厦门	siming
海沧	xm	厦门	haicang
湖里	xm	厦门	huli
翔安	xm	厦门	xiangan
集美	xm	厦门	jimei
仙游	putian	莆田	xianyou
城厢	putian	莆田	chengxiang
涵江	putian	莆田	hanjiang
秀屿	putian	莆田	xiuyu
荔城	putian	莆田	licheng
三元	sanming	三明	sanyuan
大田	sanming	三明	datian
宁化	sanming	三明	ninghua
将乐	sanming	三明	jiangle
尤溪	sanming	三明	youxi
建宁	sanming	三明	jianning
明溪	sanming	三明	mingxi
梅列	sanming	三明	meilie
永安	sanming	三明	yongan
沙县	sanming	三明	shaxian
泰宁	sanming	三明	taining
清流	sanming	三明	qingliu
丰泽	quanzhou	泉州	fengze
南安	quanzhou	泉州	nanan
安溪	quanzhou	泉州	anxi
德化	quanzhou	泉州	dehua
惠安	quanzhou	泉州	huian
晋江	quanzhou	泉州	jinjiang
永春	quanzhou	泉州	yongchun
泉港	quanzhou	泉州	quangang
洛江	quanzhou	泉州	luojiang
石狮	quanzhou	泉州	shishi
金门	quanzhou	泉州	jinmen
鲤城	quanzhou	泉州	licheng
东山	zhangzhou	漳州	dongshan
云霄	zhangzhou	漳州	yunxiao
华安	zhangzhou	漳州	huaan
南靖	zhangzhou	漳州	nanjing
平和	zhangzhou	漳州	pinghe
漳浦	zhangzhou	漳州	zhangpu
芗城	zhangzhou	漳州	xiangcheng
诏安	zhangzhou	漳州	zhaoan
长泰	zhangzhou	漳州	changtai
龙文	zhangzhou	漳州	longwen
龙海	zhangzhou	漳州	longhai
光泽	nanping	南平	guangze
延平	nanping	南平	yanping
建瓯	nanping	南平	jianou
建阳	nanping	南平	jianyang
政和	nanping	南平	zhenghe
松溪	nanping	南平	songxi
武夷山	nanping	南平	wuyishan
浦城	nanping	南平	pucheng
邵武	nanping	南平	shaowu
顺昌	nanping	南平	shunchang
上杭	longyan	龙岩	shanghang
新罗	longyan	龙岩	xinluo
武平	longyan	龙岩	wuping
永定	longyan	龙岩	yongding
漳平	longyan	龙岩	zhangping
连城	longyan	龙岩	liancheng
长汀	longyan	龙岩	changting
古田	ningde	宁德	gutian
周宁	ningde	宁德	zhouning
寿宁	ningde	宁德	shouning
屏南	ningde	宁德	pingnan
柘荣	ningde	宁德	zherong
福安	ningde	宁德	fuan
福鼎	ningde	宁德	fuding
蕉城	ningde	宁德	jiaocheng
霞浦	ningde	宁德	xiapu
九台	cc	长春	jiutai
二道	cc	长春	erdao
其他	cc	长春	qita
农安	cc	长春	nongan
净月	cc	长春	jingyue
南关	cc	长春	nanguan
双阳	cc	长春	shuangyang
宽城	cc	长春	kuancheng
德惠	cc	长春	dehui
朝阳	cc	长春	chaoyang
榆树	cc	长春	yushu
汽车城	cc	长春	qichecheng
经开	cc	长春	jingkai
绿园	cc	长春	lvyuan
高新	cc	长春	gaoxin
丰满区	jilin	吉林	fengmanqu
昌邑区	jilin	吉林	changyiqu
桦甸	jilin	吉林	huadian
永吉	jilin	吉林	yongji
磐石	jilin	吉林	panshi
经开区	jilin	吉林	jingkaiqu
舒兰	jilin	吉林	shulan
船营区	jilin	吉林	chuanyingqu
蛟河	jilin	吉林	jiaohe
高新区	jilin	吉林	gaoxinqu
龙潭区	jilin	吉林	longtanqu
伊通	siping	四平	yitong
公主岭	siping	四平	gongzhuling
双辽	siping	四平	shuangliao
梨树	siping	四平	lishu
铁东区	siping	四平	tiedongqu
铁西区	siping	四平	tiexiqu
东丰	liaoyuan	辽源	dongfeng
东辽	liaoyuan	辽源	dongliao
西安区	liaoyuan	辽源	xianqu
龙山区	liaoyuan	辽源	longshanqu
东昌区	tonghua	通化	dongchangqu
二道江区	tonghua	通化	erdaojiangqu
柳河	tonghua	通化	liuhe
梅河口	tonghua	通化	meihekou
辉南	tonghua	通化	huinan
通化县	tonghua	通化	tonghuaxian
集安	tonghua	通化	jian
临江市	baishan	白山	linjiangshi
八道江区	baishan	白山	badaojiangqu
抚松县	baishan	白山	fusongxian
江源区	baishan	白山	jiangyuanqu
长白	baishan	白山	zhangbai
靖宇县	baishan	白山	jingyuxian
乾安	songyuan	松原	qianan
前郭尔罗斯	songyuan	松原	qianguoerluosi
宁江区	songyuan	松原	ningjiangqu
扶余	songyuan	松原	fuyu
长岭	songyuan	松原	changling
大安	baicheng	白城	daan
洮北区	baicheng	白城	taobeiqu
洮南	baicheng	白城	taonan
通榆	baicheng	白城	tongyu
镇赉	baicheng	白城	zhenlai
和龙	yanbian	延边	helong
图们	yanbian	延边	tumen
安图	yanbian	延边	antu
延吉	yanbian	延边	yanji
敦化	yanbian	延边	dunhua
汪清	yanbian	延边	wangqing
珲春	yanbian	延边	huichun
龙井	yanbian	延边	longjing
五常	hrb	哈尔滨	wuchang
依兰	hrb	哈尔滨	yilan
南岗	hrb	哈尔滨	nangang
双城	hrb	哈尔滨	shuangcheng
宾县	hrb	哈尔滨	binxian
尚志	hrb	哈尔滨	shangzhi
巴彦	hrb	哈尔滨	bayan
平房	hrb	哈尔滨	pingfang
延寿	hrb	哈尔滨	yanshou
开发区	hrb	哈尔滨	kaifaqu
方正	hrb	哈尔滨	fangzheng
木兰	hrb	哈尔滨	mulan
江北	hrb	哈尔滨	songbei
通河	hrb	哈尔滨	tonghe
道外	hrb	哈尔滨	daowai
道里	hrb	哈尔滨	daoli
阿城	hrb	哈尔滨	acheng
香坊	hrb	哈尔滨	xiangfang
依安	qiqihaer	齐齐哈尔	yian
克东	qiqihaer	齐齐哈尔	kedong
克山	qiqihaer	齐齐哈尔	keshan
富拉尔基	qiqihaer	齐齐哈尔	fulaerji
富裕	qiqihaer	齐齐哈尔	fuyu
建华	qiqihaer	齐齐哈尔	jianhua
拜泉	qiqihaer	齐齐哈尔	baiquan
昂昂溪	qiqihaer	齐齐哈尔	angangxi
梅里斯	qiqihaer	齐齐哈尔	meilisi
泰来	qiqihaer	齐齐哈尔	tailai
甘南	qiqihaer	齐齐哈尔	gannan
碾子山	qiqihaer	齐齐哈尔	nianzishan
讷河	qiqihaer	齐齐哈尔	nehe
铁锋	qiqihaer	齐齐哈尔	tiefeng
龙江	qiqihaer	齐齐哈尔	longjiang
龙沙	qiqihaer	齐齐哈尔	longsha
城子河	jixi	鸡西	chengzihe
密山	jixi	鸡西	mishan
恒山	jixi	鸡西	hengshan
梨树	jixi	鸡西	lishu
滴道	jixi	鸡西	didao
虎林	jixi	鸡西	hulin
鸡东	jixi	鸡西	jidong
鸡冠	jixi	鸡西	jiguan
麻山	jixi	鸡西	mashan
东山	hegang	鹤岗	dongshan
兴安	hegang	鹤岗	xingan
兴山	hegang	鹤岗	xingshan
南山	hegang	鹤岗	nanshan
向阳	hegang	鹤岗	xiangyang
工农	hegang	鹤岗	gongnong
绥滨	hegang	鹤岗	suibin
萝北	hegang	鹤岗	luobei
友谊	shuangyashan	双鸭山	youyi
四方台	shuangyashan	双鸭山	sifangtai
宝山	shuangyashan	双鸭山	baoshan
宝清	shuangyashan	双鸭山	baoqing
尖山	shuangyashan	双鸭山	jianshan
岭东	shuangyashan	双鸭山	lingdong
集贤	shuangyashan	双鸭山	jixian
饶河	shuangyashan	双鸭山	raohe
大同	daqing	大庆	datong
杜尔伯特	daqing	大庆	duerbote
林甸	daqing	大庆	lindian
红岗	daqing	大庆	honggang
肇州	daqing	大庆	zhaozhou
肇源	daqing	大庆	zhaoyuan
萨尔图	daqing	大庆	saertu
让胡路	daqing	大庆	ranghulu
龙凤	daqing	大庆	longfeng
上甘岭	hljyichun	伊春	shangganling
乌伊岭	hljyichun	伊春	wuyiling
乌马河	hljyichun	伊春	wumahe
五营	hljyichun	伊春	wuying
伊春区	hljyichun	伊春	yichun
南岔	hljyichun	伊春	nancha
友好	hljyichun	伊春	youhao
嘉荫	hljyichun	伊春	jiayin
带岭	hljyichun	伊春	dailing
新青	hljyichun	伊春	xinqing
汤旺河	hljyichun	伊春	tangwanghe
红星	hljyichun	伊春	hongxing
美溪	hljyichun	伊春	meixi
翠峦	hljyichun	伊春	cuiluan
西林	hljyichun	伊春	xilin
金山屯	hljyichun	伊春	jinshantun
铁力	hljyichun	伊春	tieli
东风	jiamusi	佳木斯	dongfeng
前进	jiamusi	佳木斯	qianjin
同江	jiamusi	佳木斯	tongjiang
向阳	jiamusi	佳木斯	xiangyang
富锦	jiamusi	佳木斯	fujin
抚远	jiamusi	佳木斯	fuyuan
桦南	jiamusi	佳木斯	huanan
桦川	jiamusi	佳木斯	huachuan
汤原	jiamusi	佳木斯	tangyuan
郊区	jiamusi	佳木斯	jiaoqu
五大连池	heihe	黑河	wudalianchi
北安	heihe	黑河	beian
嫩江	heihe	黑河	nenjiang
孙吴	heihe	黑河	sunwu
爱辉	heihe	黑河	aihui
逊克	heihe	黑河	xunke
兰西	suihua	绥化	lanxi
北林	suihua	绥化	beilin
安达	suihua	绥化	anda
庆安	suihua	绥化	qingan
明水	suihua	绥化	mingshui
望奎	suihua	绥化	wangkui
海伦	suihua	绥化	hailun
绥棱	suihua	绥化	suileng
肇东	suihua	绥化	zhaodong
青冈	suihua	绥化	qinggang
上街	zz	郑州	shangjie
中原	zz	郑州	zhongyuan
中牟	zz	郑州	zhongmou
二七	zz	郑州	erqi
巩义	zz	郑州	gongyi
惠济	zz	郑州	huiji
新密	zz	郑州	xinmi
新郑	zz	郑州	xinzheng
登封	zz	郑州	dengfeng
管城	zz	郑州	guanchenghuizu
经开区	zz	郑州	jingkaiqu
荥阳	zz	郑州	xingyang
郑东	zz	郑州	zhengdong
金水	zz	郑州	jinshui
高新区	zz	郑州	gaoxinqu
伊川	luoyang	洛阳	yichuan
偃师	luoyang	洛阳	yanshi
吉利	luoyang	洛阳	jili
孟津	luoyang	洛阳	mengjin
宜阳	luoyang	洛阳	yiyang
嵩县	luoyang	洛阳	songxian
新安	luoyang	洛阳	xinan
栾川	luoyang	洛阳	luanchuan
汝阳	luoyang	洛阳	ruyang
洛宁	luoyang	洛阳	luoning
洛龙	luoyang	洛阳	luolong
涧西	luoyang	洛阳	jianxi
瀍河	luoyang	洛阳	chanhe
老城	luoyang	洛阳	laocheng
西工	luoyang	洛阳	xigong
卫东	pingdingshan	平顶山	weidong
叶县	pingdingshan	平顶山	yexian
宝丰	pingdingshan	平顶山	baofeng
新华	pingdingshan	平顶山	xinhua
汝州	pingdingshan	平顶山	ruzhou
湛河	pingdingshan	平顶山	zhanhe
石龙	pingdingshan	平顶山	shilong
舞钢	pingdingshan	平顶山	wugang
郏县	pingdingshan	平顶山	jiaxian
鲁山	pingdingshan	平顶山	lushan
中站	jiaozuo	焦作	zhongzhan
修武	jiaozuo	焦作	xiuwu
博爱	jiaozuo	焦作	boai
孟州	jiaozuo	焦作	mengzhou
山阳	jiaozuo	焦作	shanyang
武陟	jiaozuo	焦作	wuzhi
沁阳	jiaozuo	焦作	qinyang
温县	jiaozuo	焦作	wenxian
解放	jiaozuo	焦作	jiefang
马村	jiaozuo	焦作	macun
高新	jiaozuo	焦作	gaoxin
山城	hebi	鹤壁	shancheng
浚县	hebi	鹤壁	junxian
淇县	hebi	鹤壁	qixian
淇滨	hebi	鹤壁	qibin
鹤山	hebi	鹤壁	heshan
凤泉	xinxiang	新乡	fengquan
卫滨	xinxiang	新乡	weibin
卫辉	xinxiang	新乡	weihui
原阳	xinxiang	新乡	yuanyang
封丘	xinxiang	新乡	fengqiu
延津	xinxiang	新乡	yanjin
新乡县	xinxiang	新乡	xinxiang
牧野	xinxiang	新乡	muye
红旗	xinxiang	新乡	hongqi
获嘉	xinxiang	新乡	huojia
辉县	xinxiang	新乡	huixian
长垣	xinxiang	新乡	changyuan
内黄	anyang	安阳	neihuang
北关	anyang	安阳	beiguan
安阳县	anyang	安阳	anyang
文峰	anyang	安阳	wenfeng
林州	anyang	安阳	linzhou
殷都	anyang	安阳	yindou
汤阴	anyang	安阳	tangyin
滑县	anyang	安阳	huaxian
龙安	anyang	安阳	longan
临颍	luohe	漯河	linying
召陵	luohe	漯河	zhaoling
源汇	luohe	漯河	yuanhui
舞阳	luohe	漯河	wuyang
郾城	luohe	漯河	yancheng
内乡	nanyang	南阳	neixiang
南召	nanyang	南阳	nanzhao
卧龙	nanyang	南阳	wolong
唐河	nanyang	南阳	tanghe
宛城	nanyang	南阳	wancheng
新野	nanyang	南阳	xinye
方城	nanyang	南阳	fangcheng
桐柏	nanyang	南阳	tongbai
油田	nanyang	南阳	youtian
淅川	nanyang	南阳	xichuan
社旗	nanyang	南阳	sheqi
西峡	nanyang	南阳	xixia
邓州	nanyang	南阳	dengzhou
镇平	nanyang	南阳	zhenping
下冶	jiyuan	济源	xiaye
五龙口	jiyuan	济源	wulongkou
克井	jiyuan	济源	kejing
北海	jiyuan	济源	beihai
坡头	jiyuan	济源	potou
大峪	jiyuan	济源	dayu
天坛	jiyuan	济源	tiantan
思礼	jiyuan	济源	sili
承留	jiyuan	济源	chengliu
沁园	jiyuan	济源	qinyuan
济水	jiyuan	济源	jishui
玉泉	jiyuan	济源	yuquan
王屋	jiyuan	济源	wangwu
轵城	jiyuan	济源	zhicheng
邵原	jiyuan	济源	shaoyuan
黎林	jiyuan	济源	lilin
其他	jn	济南	qita
历下	jn	济南	lixia
历城	jn	济南	licheng
商河	jn	济南	shanghe
天桥	jn	济南	tianqiao
市中	jn	济南	shizhong
平阴	jn	济南	pingyin
槐荫	jn	济南	huaiyin
济阳	jn	济南	jiyang
章丘	jn	济南	zhangqiu
长清	jn	济南	changqing
高新	jn	济南	gaoxin
即墨	qd	青岛	jimo
四方	qd	青岛	sifang
城阳	qd	青岛	chengyang
崂山	qd	青岛	laoshan
市北	qd	青岛	shibei
市南	qd	青岛	shinan
平度	qd	青岛	pingdu
李沧	qd	青岛	licang
胶南	qd	青岛	jiaonan
胶州	qd	青岛	jiaozhou
莱西	qd	青岛	laixi
黄岛	qd	青岛	huangdao
临淄	zibo	淄博	linzi
博山	zibo	淄博	boshan
周村	zibo	淄博	zhoucun
张店	zibo	淄博	zhangdian
桓台	zibo	淄博	huantai
沂源	zibo	淄博	yiyuan
淄川	zibo	淄博	zichuan
高青	zibo	淄博	gaoqing
台儿庄	zaozhuang	枣庄	taierzhuang
山亭	zaozhuang	枣庄	shanting
峄城	zaozhuang	枣庄	yicheng
市中	zaozhuang	枣庄	shizhong
滕州	zaozhuang	枣庄	tengzhou
薛城	zaozhuang	枣庄	xuecheng
东营区	dongying	东营	dongying
利津	dongying	东营	lijin
垦利	dongying	东营	kenli
广饶	dongying	东营	guangrao
河口	dongying	东营	hekou
开发区	yantai	烟台	kaifaqu
招远	yantai	烟台	zhaoyuan
栖霞	yantai	烟台	qixia
海阳	yantai	烟台	haiyang
牟平	yantai	烟台	mouping
福山	yantai	烟台	fushan
芝罘	yantai	烟台	zhifu
莱山	yantai	烟台	laishan
莱州	yantai	烟台	laizhou
莱阳	yantai	烟台	laiyang
蓬莱	yantai	烟台	penglai
长岛	yantai	烟台	changdao
龙口	yantai	烟台	longkou
临朐	weifang	潍坊	linqu
坊子	weifang	潍坊	fangzi
奎文	weifang	潍坊	kuiwen
安丘	weifang	潍坊	anqiu
寒亭	weifang	潍坊	hanting
寿光	weifang	潍坊	shouguang
昌乐	weifang	潍坊	changle
昌邑	weifang	潍坊	changyi
滨海新区	weifang	潍坊	binhaixinqu
潍城	weifang	潍坊	weicheng
经开区	weifang	潍坊	jingkaiqu
诸城	weifang	潍坊	zhucheng
青州	weifang	潍坊	qingzhou
高密	weifang	潍坊	gaomi
高新区	weifang	潍坊	gaoxinqu
乳山	wei	威海	rushan
文登	wei	威海	wendeng
环翠	wei	威海	huancui
经区	wei	威海	jingqu
荣成	wei	威海	rongcheng
高区	wei	威海	gaoqu
莱城	laiwu	莱芜	laicheng
钢城	laiwu	莱芜	gangcheng
博兴	binzhou	滨州	boxing
惠民	binzhou	滨州	huimin
无棣	binzhou	滨州	wuli
沾化	binzhou	滨州	zhanhua
滨城	binzhou	滨州	bincheng
邹平	binzhou	滨州	zouping
阳信	binzhou	滨州	yangxin
包河	hf	合肥	baohe
庐阳	hf	合肥	luyang
政务	hf	合肥	zhengwu
新站	hf	合肥	xinzhan
滨湖	hf	合肥	binhu
瑶海	hf	合肥	yaohai
经开	hf	合肥	jingkai
肥东	hf	合肥	feidong
肥西	hf	合肥	feixi
蜀山	hf	合肥	shushan
长丰	hf	合肥	zhangfeng
高新	hf	合肥	gaoxin
三山	wuhu	芜湖	sanshan
南陵	wuhu	芜湖	nanling
弋江	wuhu	芜湖	yijiang
繁昌	wuhu	芜湖	fanchang
芜湖县	wuhu	芜湖	wuhuxian
镜湖	wuhu	芜湖	jinghu
鸠江	wuhu	芜湖	jiujiang
五河	bengbu	蚌埠	wuhe
固镇	bengbu	蚌埠	guzhen
怀远	bengbu	蚌埠	huaiyuan
淮上	bengbu	蚌埠	huaishang
禹会	bengbu	蚌埠	yuhui
蚌山	bengbu	蚌埠	bengshan
龙子湖	bengbu	蚌埠	longzihu
当涂	maanshan	马鞍山	dangtu
花山	maanshan	马鞍山	huashan
金家庄	maanshan	马鞍山	jinjiazhuang
雨山	maanshan	马鞍山	yushan
大观	anqing	安庆	daguan
太湖	anqing	安庆	taihu
宜秀	anqing	安庆	yixiu
宿松	anqing	安庆	susong
岳西	anqing	安庆	yuexi
怀宁	anqing	安庆	huaining
望江	anqing	安庆	wangjiang
枞阳	anqing	安庆	congyang
桐城	anqing	安庆	tongcheng
潜山	anqing	安庆	qianshan
迎江	anqing	安庆	yingjiang
全椒	chuzhou	滁州	quanjiao
凤阳	chuzhou	滁州	fengyang
南谯	chuzhou	滁州	nanqiao
天长	chuzhou	滁州	tianzhang
定远	chuzhou	滁州	dingyuan
明光	chuzhou	滁州	mingguang
来安	chuzhou	滁州	laian
琅琊	chuzhou	滁州	langya
临泉	fuyang	阜阳	linquan
太和	fuyang	阜阳	taihe
界首	fuyang	阜阳	jieshou
阜南	fuyang	阜阳	funan
颍上	fuyang	阜阳	yingshang
颍东	fuyang	阜阳	yingdong
颍州	fuyang	阜阳	yingzhou
颍泉	fuyang	阜阳	yingquan
埇桥	ahsuzhou	宿州	yongqiao
泗县	ahsuzhou	宿州	sixian
灵璧	ahsuzhou	宿州	lingbi
砀山	ahsuzhou	宿州	dangshan
萧县	ahsuzhou	宿州	xiaoxian
含山	chaohu	巢湖	hanshan
和县	chaohu	巢湖	hexian
居巢	chaohu	巢湖	juchao
庐江	chaohu	巢湖	lujiang
无为	chaohu	巢湖	wuwei
寿县	luan	六安	shouxian
舒城	luan	六安	shucheng
裕安	luan	六安	yuan
金安	luan	六安	jinan
金寨	luan	六安	jinzhai
霍山	luan	六安	huoshan
霍邱	luan	六安	huoqiu
三江	liuzhou	柳州	sanjiang
城中	liuzhou	柳州	chengzhong
柳北	liuzhou	柳州	liubei
柳南	liuzhou	柳州	liunan
柳城	liuzhou	柳州	liucheng
柳江	liuzhou	柳州	liujiang
融安	liuzhou	柳州	rongan
融水	liuzhou	柳州	rongshui
鱼峰	liuzhou	柳州	yufeng
鹿寨	liuzhou	柳州	luzhai
七星	gl	桂林	qixing
临桂	gl	桂林	lingui
全州	gl	桂林	quanzhou
兴安	gl	桂林	xingan
叠彩	gl	桂林	diecai
平乐	gl	桂林	pingle
恭城	gl	桂林	gongcheng
永福	gl	桂林	yongfu
灌阳	gl	桂林	guanyang
灵川	gl	桂林	lingchuan
秀峰	gl	桂林	xiufeng
荔浦	gl	桂林	lipu
象山	gl	桂林	xiangshan
资源	gl	桂林	ziyuan
阳朔	gl	桂林	yangshuo
雁山	gl	桂林	yanshan
龙胜	gl	桂林	longsheng
万秀	wuzhou	梧州	wanxiu
岑溪	wuzhou	梧州	cenxi
苍梧	wuzhou	梧州	cangwu
蒙山	wuzhou	梧州	mengshan
藤县	wuzhou	梧州	tengxian
蝶山	wuzhou	梧州	dieshan
长洲	wuzhou	梧州	zhangzhou
浦北	qinzhou	钦州	pubei
灵山	qinzhou	钦州	lingshan
钦北	qinzhou	钦州	qinbei
钦南	qinzhou	钦州	qinnan
平南	guigang	贵港	pingnan
桂平	guigang	贵港	guiping
港北	guigang	贵港	gangbei
港南	guigang	贵港	gangnan
覃塘	guigang	贵港	tantang
兴业	gxyulin	玉林	xingye
北流	gxyulin	玉林	beiliu
博白	gxyulin	玉林	bobai
容县	gxyulin	玉林	rongxian
玉州	gxyulin	玉林	yuzhou
陆川	gxyulin	玉林	luchuan
乐业	baise	百色	leye
凌云	baise	百色	lingyun
右江	baise	百色	youjiang
平果	baise	百色	pingguo
德保	baise	百色	debao
田东	baise	百色	tiandong
田林	baise	百色	tianlin
田阳	baise	百色	tianyang
西林	baise	百色	xilin
那坡	baise	百色	napo
隆林	baise	百色	longlin
靖西	baise	百色	jingxi
东兰	hechi	河池	donglan
凤山	hechi	河池	fengshan
南丹	hechi	河池	nandan
大化	hechi	河池	dahua
天峨	hechi	河池	tiane
宜州	hechi	河池	yizhou
巴马	hechi	河池	bama
环江	hechi	河池	huanjiang
罗城	hechi	河池	luocheng
都安	hechi	河池	douan
金城江	hechi	河池	jinchengjiang
兴宾	laibin	来宾	xingbin
合山	laibin	来宾	heshan
忻城	laibin	来宾	xincheng
武宣	laibin	来宾	wuxuan
象州	laibin	来宾	xiangzhou
金秀	laibin	来宾	jinxiu
上林	nn	南宁	shanglin
兴宁	nn	南宁	xingning
其他	nn	南宁	qita
宾阳	nn	南宁	binyang
横县	nn	南宁	hengxian
武鸣	nn	南宁	wuming
江南	nn	南宁	jiangnan
良庆	nn	南宁	liangqing
西乡塘	nn	南宁	xixiangtang
邕宁	nn	南宁	yongning
隆安	nn	南宁	longan
青秀	nn	南宁	qingxiu
马山	nn	南宁	mashan
其他	hn	海口	qita
琼山	hn	海口	qiongshan
秀英	hn	海口	xiuying
美兰	hn	海口	meilan
龙华	hn	海口	longhua
三亚湾	sanya	三亚	sanyawan
亚龙湾	sanya	三亚	yalongwan
凤凰	sanya	三亚	fenghuang
凤凰岛	sanya	三亚	fenghuangdao
大东海	sanya	三亚	dadonghai
天涯	sanya	三亚	tianya
崖城	sanya	三亚	yacheng
河东	sanya	三亚	hedong
河西	sanya	三亚	hexi
海棠湾	sanya	三亚	haitangwan
田独	sanya	三亚	tiandu
育才	sanya	三亚	yucai
和林格尔	nmg	呼和浩特	helingeer
回民	nmg	呼和浩特	huimin
土默特左	nmg	呼和浩特	tumotezuo
如意开发区	nmg	呼和浩特	ruyikaifaqu
托克托	nmg	呼和浩特	tuoketuo
新城	nmg	呼和浩特	xincheng
武川	nmg	呼和浩特	wuchuan
清水河	nmg	呼和浩特	qingshuihe
玉泉	nmg	呼和浩特	yuquan
赛罕	nmg	呼和浩特	saihan
金山开发区	nmg	呼和浩特	jinshankaifaqu
金川开发区	nmg	呼和浩特	jinchuankaifaqu
金桥开发区	nmg	呼和浩特	jinqiaokaifaqu
东河	baotou	包头	donghe
九原	baotou	包头	jiuyuan
固阳	baotou	包头	guyang
土默特右	baotou	包头	tumoteyou
昆都仑	baotou	包头	kundoulun
白云矿	baotou	包头	baiyunkuang
石拐	baotou	包头	shiguai
达茂	baotou	包头	damao
青山	baotou	包头	qingshan
乌达	wuhai	乌海	wuda
海勃湾	wuhai	乌海	haibowan
海南	wuhai	乌海	hainan
元宝山	chifeng	赤峰	yuanbaoshan
克什克腾	chifeng	赤峰	keshinketeng
喀喇沁	chifeng	赤峰	kalaqin
宁城	chifeng	赤峰	ningcheng
巴林右	chifeng	赤峰	balinyou
巴林左	chifeng	赤峰	balinzuo
敖汉	chifeng	赤峰	aohan
松山	chifeng	赤峰	songshan
林西	chifeng	赤峰	linxi
红山	chifeng	赤峰	hongshan
翁牛特	chifeng	赤峰	wengniute
阿鲁科尔沁	chifeng	赤峰	alukeerqin
奈曼	tongliao	通辽	naiman
库伦	tongliao	通辽	kulun
开鲁	tongliao	通辽	kailu
扎鲁特	tongliao	通辽	zhalute
科尔沁	tongliao	通辽	keerqin
科尔沁左翼中	tongliao	通辽	keerqinzuoyizhong
科尔沁左翼后	tongliao	通辽	keerqinzuoyihou
霍林郭勒	tongliao	通辽	huolinguoleshi
东胜	eerduosi	鄂尔多斯	dongsheng
乌审	eerduosi	鄂尔多斯	wushen
伊金霍洛	eerduosi	鄂尔多斯	yijinhuoluo
准格尔	eerduosi	鄂尔多斯	zhungeer
杭锦	eerduosi	鄂尔多斯	hangjin
达拉特	eerduosi	鄂尔多斯	dalate
鄂托克前	eerduosi	鄂尔多斯	etuokeqian
鄂托克	eerduosi	鄂尔多斯	etuoke
扎兰屯	hulunbeier	呼伦贝尔	zhalantun
新巴尔虎右	hulunbeier	呼伦贝尔	xinbaerhuyou
新巴尔虎左	hulunbeier	呼伦贝尔	xinbaerhuzuo
根河	hulunbeier	呼伦贝尔	genhe
海拉尔	hulunbeier	呼伦贝尔	hailaer
满洲里	hulunbeier	呼伦贝尔	manzhouli
牙克石	hulunbeier	呼伦贝尔	yakeshi
莫力达瓦达翰尔族	hulunbeier	呼伦贝尔	molidawadahanerzu
鄂伦春自治	hulunbeier	呼伦贝尔	elunchun
鄂温克族自治	hulunbeier	呼伦贝尔	ewenkezu
阿荣	hulunbeier	呼伦贝尔	arong
陈巴尔虎	hulunbeier	呼伦贝尔	chenbaerhu
额尔古纳	hulunbeier	呼伦贝尔	eerguna
临河	bayannaoer	巴彦淖尔	linhe
乌拉特中	bayannaoer	巴彦淖尔	wulatezhong
乌拉特前	bayannaoer	巴彦淖尔	wulateqian
乌拉特后	bayannaoer	巴彦淖尔	wulatehou
五原	bayannaoer	巴彦淖尔	wuyuan
杭锦后	bayannaoer	巴彦淖尔	hangjinhou
