西安-西安-西安	碑林/未央/高新/莲湖/新城/雁塔
苏州-园区-唯亭	胜浦/湖东/独墅湖/青剑湖/湖西/娄葑
苏州-园区-东环路	娄葑/湖西/青剑湖/独墅湖/湖东/唯亭
苏州-园区-青剑湖	湖东/湖西/独墅湖/娄葑/东环路/唯亭
苏州-园区-湖西	娄葑/东环路/青剑湖/湖东/独墅湖/唯亭
苏州-园区-胜浦	唯亭/湖东/独墅湖/青剑湖/湖西/娄葑
苏州-园区-独墅湖	湖东/青剑湖/湖西/娄葑/东环路/唯亭
苏州-园区-娄葑	湖西/东环路/青剑湖/湖东/独墅湖/唯亭
苏州-园区-湖东	独墅湖/青剑湖/湖西/娄葑/唯亭/东环路
苏州-金阊-石路	留园/彩香/虎丘/白洋湾
苏州-金阊-白洋湾	虎丘/留园/彩香/石路
苏州-金阊-虎丘	彩香/留园/石路/白洋湾
苏州-金阊-彩香	留园/石路/虎丘/白洋湾
苏州-金阊-留园	彩香/石路/虎丘/白洋湾
苏州-平江-娄门	平江/观前/桃花坞/平江新城/城北/苏锦
苏州-平江-平江新城	桃花坞/苏锦/平江/观前/娄门/城北
苏州-平江-观前	平江/桃花坞/娄门/平江新城/苏锦/城北
苏州-平江-苏锦	桃花坞/平江新城/平江/观前/娄门/城北
苏州-平江-城北	观前/平江/娄门/桃花坞/平江新城/苏锦
苏州-平江-桃花坞	平江新城/观前/平江/苏锦/娄门/城北
苏州-平江-平江	观前/桃花坞/娄门/平江新城/苏锦/城北
苏州-吴中-郭巷	苏苑/胥口/开发区/长桥/临湖/龙西
苏州-吴中-木渎	越溪/城南/龙西/长桥/开发区/胥口
苏州-吴中-甪直	横泾/临湖/郭巷/苏苑/胥口/开发区
苏州-吴中-香山	光福/东山/西山/木渎/越溪/城南
苏州-吴中-临湖	郭巷/苏苑/胥口/开发区/长桥/龙西
苏州-吴中-城南	龙西/长桥/开发区/苏苑/胥口/越溪
苏州-吴中-胥口	开发区/长桥/苏苑/龙西/城南/郭巷
苏州-吴中-苏苑	胥口/开发区/长桥/龙西/城南/郭巷
苏州-吴中-光福	香山/东山/西山/木渎/越溪/城南
苏州-吴中-东山	香山/光福/西山/木渎/越溪/城南
苏州-吴中-横泾	甪直/临湖/郭巷/苏苑/胥口/开发区
苏州-吴中-长桥	开发区/胥口/苏苑/龙西/城南/越溪
苏州-吴中-西山	香山/东山/光福/木渎/越溪/城南
苏州-吴中-开发区	胥口/长桥/苏苑/龙西/城南/郭巷
苏州-吴中-龙西	城南/长桥/开发区/胥口/苏苑/越溪
苏州-吴中-越溪	龙西/城南/长桥/开发区/胥口/苏苑
苏州-相城-元和	陆慕/开发区/渭塘/北桥/黄埭/太平
苏州-相城-北桥	渭塘/黄埭/元和/陆慕/开发区/太平
苏州-相城-望亭	黄埭/北桥/陆慕/元和/开发区/渭塘
苏州-相城-陆慕	元和/开发区/渭塘/黄埭/北桥/太平
苏州-相城-黄桥	阳澄湖/太平/渭塘/开发区/元和/陆慕
苏州-相城-黄埭	北桥/元和/陆慕/开发区/渭塘/望亭
苏州-相城-渭塘	太平/开发区/北桥/元和/阳澄湖/陆慕
苏州-相城-阳澄湖	太平/渭塘/开发区/北桥/元和/陆慕
苏州-相城-太平	阳澄湖/渭塘/开发区/元和/陆慕/北桥
苏州-相城-开发区	元和/陆慕/渭塘/太平/北桥/黄埭
南京-下关-宝塔桥	阅江楼/大桥南路/金陵小区/建宁路/热河南路/三汊河
南京-下关-五塘	幕府山/小市/建宁路/金陵小区/大桥南路/宝塔桥
南京-下关-建宁路	金陵小区/大桥南路/阅江楼/宝塔桥/五塘/幕府山
南京-下关-大桥南路	阅江楼/宝塔桥/建宁路/金陵小区/热河南路/三汊河
南京-下关-三汊河	热河南路/阅江楼/大桥南路/宝塔桥/建宁路/金陵小区
南京-下关-热河南路	三汊河/阅江楼/大桥南路/宝塔桥/建宁路/金陵小区
南京-下关-金陵小区	建宁路/宝塔桥/大桥南路/阅江楼/五塘/幕府山
南京-下关-小市	幕府山/五塘/建宁路/金陵小区/大桥南路/宝塔桥
南京-下关-幕府山	五塘/小市/建宁路/金陵小区/大桥南路/宝塔桥
南京-下关-阅江楼	大桥南路/宝塔桥/热河南路/金陵小区/建宁路/三汊河
南京-江宁-天元东路	上坊/竹山路/方山/金箔路/东山/文靖路
南京-江宁-岔路口	上元大街/东山/金箔路/科学园/胜太路/双龙大道
南京-江宁-将军大道	东善桥/秣陵/双龙大道/百家湖/胜太路/竹山路
南京-江宁-东善桥	将军大道/百家湖/胜太路/双龙大道/秣陵/科学园
南京-江宁-开发区	岔路口/百家湖/胜太路/双龙大道/东善桥/上元大街
南京-江宁-双龙大道	胜太路/百家湖/科学园/上元大街/金箔路/竹山路
南京-江宁-竹山路	科学园/金箔路/方山/东山/上元大街/天元东路
南京-江宁-东山	金箔路/上元大街/科学园/竹山路/天元东路/双龙大道
南京-江宁-上元大街	东山/金箔路/科学园/竹山路/双龙大道/胜太路
南京-江宁-秣陵	方山/将军大道/禄口/竹山路/双龙大道/科学园
南京-江宁-胜太路	百家湖/双龙大道/上元大街/科学园/金箔路/东山
南京-江宁-百家湖	胜太路/双龙大道/上元大街/科学园/金箔路/将军大道
南京-江宁-汤山	麒麟门/淳化/文靖路/上坊/天元东路/方山
南京-江宁-麒麟门	文靖路/淳化/上坊/天元东路/岔路口/东山
南京-江宁-禄口	秣陵/方山/将军大道/竹山路/天元东路/科学园
南京-江宁-方山	竹山路/科学园/天元东路/金箔路/东山/上元大街
南京-江宁-金箔路	东山/上元大街/科学园/竹山路/双龙大道/天元东路
南京-江宁-淳化	文靖路/上坊/麒麟门/天元东路/方山/竹山路
南京-江宁-文靖路	上坊/天元东路/麒麟门/东山/金箔路/上元大街
南京-江宁-上坊	天元东路/文靖路/东山/金箔路/竹山路/科学园
南京-江宁-科学园	金箔路/上元大街/东山/竹山路/双龙大道/方山
南京-浦口-南浦路	桥北/沿江/泰山/浦珠路/盘城/顶山
南京-浦口-江浦	顶山/浦珠路/泰山/桥北/沿江/盘城
南京-浦口-顶山	浦珠路/泰山/桥北/沿江/盘城/南浦路
南京-浦口-高新区	南浦路/桥北/泰山/沿江/浦珠路/盘城
南京-浦口-盘城	沿江/泰山/桥北/南浦路/浦珠路/顶山
南京-浦口-泰山	桥北/沿江/浦珠路/南浦路/盘城/顶山
南京-浦口-浦珠路	桥北/泰山/顶山/沿江/南浦路/盘城
南京-浦口-桥北	泰山/沿江/浦珠路/南浦路/顶山/盘城
南京-浦口-沿江	泰山/桥北/盘城/南浦路/浦珠路/顶山
南京-白下-建康路	太平南路/长白街/洪武路/常府街/大行宫/五老村
南京-白下-长白街	常府街/太平南路/五老村/大行宫/建康路/洪武路
南京-白下-升州路	朝天宫/止马营/中山南路/淮海路/洪武路/建康路
南京-白下-光华路	苜蓿园/月牙湖/中山门/御道街/瑞金路/大光路
南京-白下-洪武路	淮海路/中山南路/太平南路/建康路/大行宫/长白街
南京-白下-五老村	常府街/大行宫/长白街/太平南路/建康路/洪武路
南京-白下-中山门	月牙湖/苜蓿园/御道街/光华路/瑞金路/大光路
南京-白下-朝天宫	止马营/升州路/中山南路/淮海路/洪武路/太平南路
南京-白下-瑞金路	大光路/御道街/常府街/五老村/月牙湖/长白街
南京-白下-太平南路	长白街/建康路/大行宫/洪武路/常府街/五老村
南京-白下-大行宫	五老村/太平南路/长白街/常府街/洪武路/建康路
南京-白下-止马营	朝天宫/升州路/中山南路/淮海路/洪武路/太平南路
南京-白下-御道街	瑞金路/大光路/月牙湖/中山门/苜蓿园/常府街
南京-白下-苜蓿园	月牙湖/中山门/光华路/御道街/瑞金路/大光路
南京-白下-淮海路	洪武路/中山南路/太平南路/朝天宫/升州路/建康路
南京-白下-月牙湖	中山门/苜蓿园/御道街/光华路/瑞金路/大光路
南京-白下-大光路	瑞金路/御道街/常府街/五老村/长白街/大行宫
南京-白下-常府街	五老村/长白街/大行宫/太平南路/建康路/大光路
南京-白下-中山南路	淮海路/洪武路/朝天宫/升州路/太平南路/建康路
南京-高淳-阳江	砖墙/淳城/定埠/淳溪/古柏/固城
南京-高淳-桠溪	东坝/漆桥/固城/古柏/淳溪/定埠
南京-高淳-砖墙	阳江/淳城/定埠/淳溪/古柏/固城
南京-高淳-固城	漆桥/古柏/东坝/淳溪/定埠/淳城
南京-高淳-古柏	淳溪/定埠/淳城/固城/漆桥/砖墙
南京-高淳-淳溪	定埠/淳城/古柏/砖墙/阳江/固城
南京-高淳-东坝	漆桥/固城/桠溪/古柏/淳溪/定埠
南京-高淳-定埠	淳溪/淳城/古柏/砖墙/阳江/固城
南京-高淳-漆桥	固城/古柏/东坝/淳溪/定埠/淳城
南京-高淳-淳城	定埠/淳溪/砖墙/阳江/古柏/固城
南京-六合-西厂门	山潘/葛塘/卸甲甸/长芦/龙池/雄州
南京-六合-卸甲甸	西厂门/山潘/葛塘/长芦/龙池/雄州
南京-六合-山潘	西厂门/葛塘/卸甲甸/长芦/龙池/雄州
南京-六合-长芦	龙池/山潘/西厂门/葛塘/卸甲甸/雄州
南京-六合-龙池	长芦/雄州/山潘/葛塘/西厂门/卸甲甸
南京-六合-葛塘	西厂门/山潘/卸甲甸/长芦/龙池/雄州
南京-六合-雄州	龙池/长芦/山潘/西厂门/葛塘/卸甲甸
南京-玄武-长江路	丹凤街/北京东路/珠江路/梅园/兰园/玄武门
南京-玄武-玄武湖	玄武门/北京东路/兰园/丹凤街/珠江路/长江路
南京-玄武-北京东路	兰园/珠江路/梅园/玄武湖/长江路/丹凤街
南京-玄武-后宰门	板仓/锁金村/梅园/珠江路/兰园/樱驼花园
南京-玄武-樱驼花园	月苑/新街口/板仓/锁金村/后宰门/卫岗
南京-玄武-珠江路	梅园/兰园/北京东路/长江路/玄武湖/丹凤街
南京-玄武-卫岗	孝陵卫/后宰门/樱驼花园/板仓/锁金村/月苑
南京-玄武-玄武门	玄武湖/丹凤街/北京东路/长江路/兰园/珠江路
南京-玄武-丹凤街	长江路/玄武门/北京东路/玄武湖/珠江路/兰园
南京-玄武-孝陵卫	卫岗/樱驼花园/后宰门/板仓/月苑/锁金村
南京-玄武-新街口	月苑/樱驼花园/锁金村/板仓/红山/后宰门
南京-玄武-红山	锁金村/玄武湖/板仓/月苑/兰园/新街口
南京-玄武-板仓	锁金村/后宰门/樱驼花园/月苑/红山/新街口
南京-玄武-月苑	新街口/樱驼花园/锁金村/板仓/红山/后宰门
南京-玄武-兰园	北京东路/珠江路/梅园/玄武湖/长江路/丹凤街
南京-玄武-梅园	珠江路/兰园/北京东路/长江路/丹凤街/玄武湖
南京-玄武-锁金村	板仓/后宰门/红山/樱驼花园/月苑/兰园
南京-建邺-滨湖	湖西街/应天西路/茶南/南苑/江东门/南湖
南京-建邺-南湖	长虹路/南苑/水西门/滨湖/应天西路/湖西街
南京-建邺-南苑	南湖/滨湖/应天西路/长虹路/湖西街/茶南
南京-建邺-双闸	奥体/兴隆/沙洲/江心洲/白鹭花园/江东门
南京-建邺-水西门	长虹路/南湖/南苑/滨湖/应天西路/湖西街
南京-建邺-兴隆	奥体/白鹭花园/双闸/江东门/沙洲/茶南
南京-建邺-应天西路	滨湖/湖西街/茶南/南苑/江东门/白鹭花园
南京-建邺-奥体	兴隆/双闸/江心洲/白鹭花园/沙洲/江东门
南京-建邺-沙洲	应天西路/兴隆/湖西街/滨湖/双闸/白鹭花园
南京-建邺-茶南	湖西街/江东门/滨湖/应天西路/白鹭花园/南苑
南京-建邺-白鹭花园	江东门/茶南/湖西街/滨湖/应天西路/兴隆
南京-建邺-长虹路	南湖/水西门/南苑/滨湖/应天西路/湖西街
南京-建邺-江心洲	奥体/双闸/兴隆/白鹭花园/沙洲/江东门
南京-建邺-江东门	白鹭花园/茶南/湖西街/滨湖/应天西路/南苑
南京-建邺-湖西街	滨湖/茶南/应天西路/江东门/南苑/白鹭花园
南京-鼓楼-湖南路	许府巷/中央门/上海路/华侨路/宁海路/三牌楼
南京-鼓楼-上海路	宁海路/华侨路/广州路/北京西路/汉中门/湖南路
南京-鼓楼-龙江	江东/定淮门/凤凰西街/虎踞路/莫愁/挹江门
南京-鼓楼-广州路	宁海路/汉中门/北京西路/上海路/水佐岗/华侨路
南京-鼓楼-华侨路	上海路/湖南路/宁海路/广州路/汉中门/北京西路
南京-鼓楼-江东	龙江/定淮门/凤凰西街/挹江门/虎踞路/莫愁
南京-鼓楼-中央门	许府巷/湖南路/三牌楼/上海路/宁海路/华侨路
南京-鼓楼-北京西路	宁海路/水佐岗/广州路/汉中门/三牌楼/上海路
南京-鼓楼-虎踞路	莫愁/凤凰西街/汉中门/水佐岗/北京西路/龙江
南京-鼓楼-挹江门	定淮门/江东/龙江/福建路/虎踞路/水佐岗
南京-鼓楼-福建路	三牌楼/水佐岗/北京西路/宁海路/许府巷/虎踞路
南京-鼓楼-凤凰西街	莫愁/龙江/虎踞路/江东/定淮门/汉中门
南京-鼓楼-定淮门	江东/龙江/挹江门/凤凰西街/虎踞路/莫愁
南京-鼓楼-莫愁	凤凰西街/虎踞路/汉中门/龙江/江东/广州路
南京-鼓楼-汉中门	广州路/北京西路/宁海路/上海路/虎踞路/莫愁
南京-鼓楼-宁海路	北京西路/广州路/上海路/汉中门/水佐岗/三牌楼
南京-鼓楼-许府巷	中央门/湖南路/三牌楼/宁海路/福建路/上海路
南京-鼓楼-三牌楼	水佐岗/福建路/北京西路/宁海路/许府巷/广州路
南京-鼓楼-水佐岗	北京西路/三牌楼/福建路/宁海路/虎踞路/广州路
南京-栖霞-晓庄	迈皋桥/万寿/八卦洲/尧化/燕子矶/马群
南京-栖霞-万寿	晓庄/迈皋桥/八卦洲/尧化/燕子矶/马群
南京-栖霞-马群	仙林/燕子矶/尧化/栖霞/万寿/晓庄
南京-栖霞-龙潭	栖霞/靖安/仙林/燕子矶/马群/尧化
南京-栖霞-八卦洲	晓庄/万寿/迈皋桥/尧化/燕子矶/马群
南京-栖霞-燕子矶	仙林/马群/栖霞/尧化/万寿/八卦洲
南京-栖霞-迈皋桥	晓庄/万寿/八卦洲/尧化/马群/燕子矶
南京-栖霞-靖安	龙潭/栖霞/仙林/燕子矶/马群/尧化
南京-栖霞-仙林	燕子矶/马群/栖霞/尧化/万寿/八卦洲
南京-栖霞-栖霞	仙林/燕子矶/马群/龙潭/尧化/万寿
南京-栖霞-尧化	万寿/燕子矶/马群/仙林/晓庄/八卦洲
南京-秦淮-长乐路	夫子庙/中华门/双塘/洪家园/秦虹/红花
南京-秦淮-红花	洪家园/秦虹/大明路/长乐路/夫子庙/中华门
南京-秦淮-来凤	双塘/集庆门/中华门/夫子庙/长乐路/洪家园
南京-秦淮-大明路	秦虹/红花/洪家园/长乐路/夫子庙/中华门
南京-秦淮-夫子庙	长乐路/中华门/双塘/来凤/秦虹/洪家园
南京-秦淮-双塘	来凤/集庆门/中华门/夫子庙/长乐路/洪家园
南京-秦淮-秦虹	红花/大明路/洪家园/长乐路/夫子庙/中华门
南京-秦淮-集庆门	来凤/双塘/中华门/夫子庙/长乐路/洪家园
南京-秦淮-洪家园	红花/秦虹/大明路/长乐路/夫子庙/中华门
南京-秦淮-中华门	夫子庙/长乐路/双塘/来凤/集庆门/洪家园
南京-雨花台-梅山	西善桥/小行/铁心桥/安德门/板桥/赛虹桥
南京-雨花台-雨花新村	能仁里/安德门/赛虹桥/铁心桥/小行/宁南
南京-雨花台-赛虹桥	能仁里/安德门/雨花新村/铁心桥/小行/西善桥
南京-雨花台-板桥	梅山/西善桥/小行/铁心桥/安德门/赛虹桥
南京-雨花台-小行	安德门/赛虹桥/铁心桥/能仁里/西善桥/雨花新村
南京-雨花台-安德门	铁心桥/能仁里/赛虹桥/雨花新村/小行/宁南
南京-雨花台-铁心桥	安德门/能仁里/赛虹桥/雨花新村/小行/宁南
南京-雨花台-西善桥	梅山/小行/铁心桥/安德门/赛虹桥/能仁里
南京-雨花台-能仁里	雨花新村/赛虹桥/安德门/铁心桥/小行/宁南
南京-雨花台-宁南	雨花新村/能仁里/铁心桥/安德门/赛虹桥/小行
南京-溧水-石湫	柘塘/洪蓝/溧水开发区/和凤/溧水县农场/永阳
南京-溧水-晶桥	永阳/和凤/溧水县农场/溧水开发区/洪蓝/东屏
南京-溧水-溧水开发区	溧水县农场/永阳/洪蓝/晶桥/东屏/和凤
南京-溧水-白马	东屏/晶桥/永阳/溧水县农场/溧水开发区/和凤
南京-溧水-洪蓝	溧水开发区/溧水县农场/和凤/永阳/石湫/晶桥
南京-溧水-和凤	洪蓝/晶桥/溧水开发区/永阳/溧水县农场/石湫
南京-溧水-东屏	永阳/溧水县农场/白马/晶桥/溧水开发区/洪蓝
南京-溧水-柘塘	石湫/洪蓝/溧水开发区/溧水县农场/永阳/和凤
南京-溧水-溧水县农场	永阳/溧水开发区/洪蓝/晶桥/东屏/和凤
南京-溧水-永阳	溧水县农场/溧水开发区/洪蓝/晶桥/东屏/和凤
成都-大邑-安仁	上安/苏家/董场/三岔/蔡场/青霞
成都-大邑-苏家	三岔/晋原/上安/青霞/安仁/王泗
成都-大邑-沙渠	韩场/蔡场/董场/安仁/上安/苏家
成都-大邑-青霞	晋原/三岔/苏家/王泗/安仁/上安
成都-大邑-新场	悦来/王泗/斜源/晋原/三岔/青霞
成都-大邑-悦来	新场/王泗/晋原/青霞/三岔/斜源
成都-大邑-上安	安仁/苏家/三岔/董场/晋原/青霞
成都-大邑-王泗	悦来/新场/晋原/三岔/青霞/苏家
成都-大邑-晋原	青霞/三岔/苏家/王泗/悦来/上安
成都-大邑-韩场	蔡场/董场/沙渠/安仁/上安/苏家
成都-大邑-蔡场	董场/韩场/沙渠/安仁/上安/苏家
成都-大邑-斜源	出江/新场/花水湾/悦来/西岭/王泗
成都-大邑-花水湾	西岭/出江/斜源/新场/悦来/王泗
成都-大邑-西岭	花水湾/出江/斜源/新场/悦来/王泗
成都-大邑-出江	花水湾/斜源/西岭/新场/悦来/王泗
成都-大邑-三岔	晋原/苏家/青霞/王泗/上安/安仁
成都-大邑-董场	蔡场/韩场/沙渠/安仁/上安/苏家
成都-郫县-团结	犀浦/红光/安靖/古城/三道堰/郫筒
成都-郫县-唐昌	安德/友爱/新民场/德源/唐元/郫筒
成都-郫县-古城	三道堰/红光/唐元/郫筒/犀浦/团结
成都-郫县-花园	友爱/安德/唐昌/德源/新民场/唐元
成都-郫县-新民场	唐元/郫筒/德源/唐昌/三道堰/安德
成都-郫县-三道堰	古城/红光/唐元/郫筒/新民场/犀浦
成都-郫县-友爱	安德/唐昌/花园/德源/新民场/郫筒
成都-郫县-郫筒	唐元/新民场/德源/三道堰/古城/红光
成都-郫县-安靖	团结/犀浦/红光/古城/三道堰/郫筒
成都-郫县-唐元	新民场/郫筒/三道堰/德源/古城/唐昌
成都-郫县-德源	新民场/郫筒/唐元/唐昌/安德/友爱
成都-郫县-红光	犀浦/古城/三道堰/团结/郫筒/唐元
成都-郫县-犀浦	团结/红光/安靖/古城/三道堰/郫筒
成都-郫县-安德	友爱/唐昌/德源/花园/新民场/唐元
成都-温江-南熏大道	万春/金马/温江城区/天府/永盛/和盛
成都-温江-永盛	和盛/寿安/南熏大道/金马/万春/温江城区
成都-温江-天府	光华大道/温江城区/公平/万春/南熏大道/金马
成都-温江-公平	光华大道/天府/永宁/温江城区/万春/南熏大道
成都-温江-金马	南熏大道/万春/温江城区/永盛/和盛/天府
成都-温江-和盛	永盛/寿安/南熏大道/金马/万春/温江城区
成都-温江-永宁	公平/光华大道/天府/温江城区/万春/南熏大道
成都-温江-寿安	和盛/永盛/南熏大道/金马/万春/温江城区
成都-温江-温江城区	万春/南熏大道/天府/金马/光华大道/公平
成都-温江-光华大道	公平/天府/温江城区/永宁/万春/南熏大道
成都-温江-万春	温江城区/南熏大道/天府/金马/光华大道/永盛
成都-彭州-丹景山	新兴/通济/隆丰/丽春/桂花/龙门山
成都-彭州-隆丰	丽春/新兴/丹景山/通济/白鹿/天彭
成都-彭州-军乐	敖平/致和/葛仙山/红岩/升平/天彭
成都-彭州-升平	九尺/红岩/敖平/军乐/致和/葛仙山
成都-彭州-龙门山	磁峰/小鱼洞/通济/桂花/丹景山/新兴
成都-彭州-致和	军乐/敖平/升平/天彭/葛仙山/红岩
成都-彭州-葛仙山	军乐/敖平/天彭/白鹿/红岩/致和
成都-彭州-小鱼洞	磁峰/龙门山/桂花/通济/丹景山/新兴
成都-彭州-九尺	升平/红岩/敖平/军乐/致和/三界
成都-彭州-桂花	磁峰/龙门山/小鱼洞/通济/丹景山/新兴
成都-彭州-红岩	敖平/升平/军乐/九尺/葛仙山/致和
成都-彭州-通济	新兴/丹景山/龙门山/隆丰/桂花/磁峰
成都-彭州-磁峰	桂花/小鱼洞/龙门山/通济/丹景山/新兴
成都-彭州-濛阳	三界/九尺/升平/红岩/敖平/致和
成都-彭州-白鹿	葛仙山/隆丰/天彭/新兴/丽春/军乐
成都-彭州-敖平	军乐/红岩/葛仙山/升平/致和/九尺
成都-彭州-丽春	隆丰/丹景山/新兴/通济/天彭/白鹿
成都-彭州-新兴	丹景山/通济/隆丰/丽春/桂花/龙门山
成都-彭州-天彭	葛仙山/致和/军乐/白鹿/敖平/隆丰
成都-彭州-三界	濛阳/九尺/升平/红岩/敖平/军乐
成都-金牛-蜀汉路	黄忠/茶店子/营门口/抚琴/金泉/交大路
成都-金牛-火车北站	人民北路/荷花池/五块石/梁家巷/凤凰山/九里堤
成都-金牛-黄忠	蜀汉路/茶店子/金泉/营门口/抚琴/交大路
成都-金牛-茶店子	蜀汉路/营门口/抚琴/黄忠/交大路/花牌坊
成都-金牛-抚琴	营门口/交大路/花牌坊/茶店子/西华/西安路
成都-金牛-花牌坊	西安路/西华/沙湾/交大路/抚琴/营门口
成都-金牛-西华	沙湾/花牌坊/交大路/西安路/沙河源/九里堤
成都-金牛-马鞍路	天回/李家沱/凤凰山/梁家巷/荷花池/火车北站
成都-金牛-西安路	花牌坊/沙湾/西华/交大路/九里堤/抚琴
成都-金牛-梁家巷	荷花池/李家沱/火车北站/凤凰山/人民北路/五块石
成都-金牛-金泉	黄忠/蜀汉路/茶店子/营门口/抚琴/交大路
成都-金牛-九里堤	沙湾/五块石/沙河源/西华/西安路/花牌坊
成都-金牛-沙湾	西华/花牌坊/西安路/沙河源/九里堤/交大路
成都-金牛-荷花池	火车北站/梁家巷/人民北路/凤凰山/李家沱/五块石
成都-金牛-交大路	西华/营门口/花牌坊/沙湾/抚琴/西安路
成都-金牛-凤凰山	荷花池/梁家巷/火车北站/李家沱/人民北路/五块石
成都-金牛-李家沱	梁家巷/荷花池/凤凰山/火车北站/人民北路/五块石
成都-金牛-营门口	抚琴/交大路/茶店子/花牌坊/西华/西安路
成都-金牛-人民北路	火车北站/荷花池/五块石/梁家巷/凤凰山/九里堤
成都-金牛-五块石	九里堤/人民北路/火车北站/沙河源/荷花池/沙湾
成都-金牛-沙河源	沙湾/西华/九里堤/交大路/花牌坊/五块石
成都-金牛-天回	马鞍路/李家沱/凤凰山/梁家巷/荷花池/火车北站
成都-金堂-赵家	淮口/白果/福兴/高板/三溪/五凤
成都-金堂-金龙	隆盛/竹篙/三溪/福兴/高板/转龙
成都-金堂-隆盛	金龙/竹篙/三溪/高板/福兴/云合
成都-金堂-三星	赵镇/官仓/清江/五凤/白果/淮口
成都-金堂-赵镇	三星/官仓/清江/五凤/白果/淮口
成都-金堂-云合	竹篙/又新/广兴/转龙/隆盛/土桥
成都-金堂-淮口	白果/赵家/高板/三溪/福兴/五凤
成都-金堂-又新	广兴/转龙/云合/土桥/竹篙/隆盛
成都-金堂-三溪	福兴/高板/金龙/赵家/隆盛/淮口
成都-金堂-清江	官仓/赵镇/三星/五凤/白果/淮口
成都-金堂-高板	三溪/福兴/赵家/淮口/隆盛/金龙
成都-金堂-广兴	又新/转龙/云合/土桥/竹篙/隆盛
成都-金堂-土桥	又新/广兴/转龙/云合/竹篙/隆盛
成都-金堂-转龙	广兴/又新/竹篙/云合/土桥/隆盛
成都-金堂-白果	淮口/赵家/五凤/高板/三溪/三星
成都-金堂-福兴	三溪/高板/金龙/赵家/隆盛/淮口
成都-金堂-竹篙	云合/隆盛/转龙/金龙/又新/广兴
成都-金堂-官仓	赵镇/三星/清江/五凤/白果/淮口
成都-金堂-五凤	白果/三星/赵镇/淮口/官仓/赵家
成都-青白江-大弯	红阳
成都-青白江-红阳	大弯
成都-双流-正兴	华阳/煎茶/白家/籍田/文星/中和
成都-双流-白家	华阳/正兴/文星/煎茶/公兴/籍田
成都-双流-黄甲	航空港/东升/胜利/九江/公兴/永安
成都-双流-新兴	白沙/万安/永兴/合江/兴隆/三星
成都-双流-黄水	彭镇/胜利/九江/东升/金桥/黄甲
成都-双流-白沙	新兴/永兴/合江/三星/万安/兴隆
成都-双流-永安	公兴/黄龙溪/文星/黄甲/籍田/航空港
成都-双流-九江	东升/胜利/黄甲/黄水/彭镇/航空港
成都-双流-中和	万安/兴隆/华阳/正兴/新兴/白家
成都-双流-煎茶	正兴/华阳/籍田/白家/兴隆/中和
成都-双流-合江	三星/白沙/永兴/太平/新兴/大林
成都-双流-大林	永兴/三星/兴隆/万安/白沙/合江
成都-双流-太平	合江/白沙/三星/新兴/永兴/大林
成都-双流-黄龙溪	永安/公兴/黄甲/籍田/文星/航空港
成都-双流-文星	公兴/航空港/永安/白家/黄甲/正兴
成都-双流-东升	九江/胜利/黄甲/航空港/黄水/彭镇
成都-双流-永兴	三星/大林/白沙/合江/新兴/兴隆
成都-双流-航空港	黄甲/公兴/文星/东升/永安/九江
成都-双流-万安	兴隆/中和/新兴/白沙/永兴/大林
成都-双流-籍田	煎茶/正兴/永安/黄龙溪/公兴/白家
成都-双流-彭镇	黄水/胜利/九江/金桥/东升/黄甲
成都-双流-华阳	正兴/白家/煎茶/中和/兴隆/万安
成都-双流-胜利	东升/黄水/九江/彭镇/黄甲/航空港
成都-双流-金桥	彭镇/黄水/胜利/九江/东升/黄甲
成都-双流-兴隆	万安/中和/大林/永兴/白沙/新兴
成都-双流-三星	永兴/合江/大林/白沙/新兴/兴隆
成都-双流-公兴	文星/永安/航空港/黄甲/黄龙溪/白家
成都-成华-八里庄	八里小区/青龙/建设路/新鸿路/圣灯/双桥子
成都-成华-万年场	圣灯/双桥子/新鸿路/八里小区/八里庄/跳蹬河
成都-成华-双桥子	新鸿路/新华公园/双水碾/建设路/万年场/八里小区
成都-成华-新鸿路	新华公园/建设路/双桥子/双水碾/八里小区/八里庄
成都-成华-青龙	八里小区/八里庄/建设路/新鸿路/新华公园/驷马桥
成都-成华-龙潭	五桂桥/二仙桥/跳蹬河/圣灯/万年场/八里庄
成都-成华-双水碾	新华公园/新鸿路/双桥子/建设路/猛追湾/玉双路
成都-成华-五桂桥	跳蹬河/二仙桥/万年场/圣灯/双桥子/八里庄
成都-成华-建设路	新鸿路/新华公园/双桥子/八里小区/双水碾/八里庄
成都-成华-府青路	猛追湾/玉双路/驷马桥/建设路/双水碾/新华公园
成都-成华-跳蹬河	二仙桥/圣灯/五桂桥/万年场/八里庄/八里小区
成都-成华-二仙桥	跳蹬河/圣灯/五桂桥/万年场/八里庄/八里小区
成都-成华-新华公园	新鸿路/双水碾/建设路/双桥子/八里小区/八里庄
成都-成华-八里小区	八里庄/青龙/建设路/新鸿路/圣灯/双桥子
成都-成华-圣灯	万年场/八里庄/八里小区/跳蹬河/二仙桥/双桥子
成都-成华-玉双路	猛追湾/府青路/双水碾/驷马桥/新华公园/建设路
成都-成华-驷马桥	府青路/猛追湾/玉双路/青龙/建设路/新华公园
成都-成华-猛追湾	玉双路/府青路/驷马桥/双水碾/建设路/新华公园
成都-锦江-书院街	红星路/合江亭/水碾河/春熙路/九眼桥/新南门
